Order Date,Region,Category,Sub-Category,Sales,Profit
2014-12-05,East,Office Supplies,Paper,115.84800000000001,41.33969999999999
2014-12-05,East,Office Supplies,Storage,172.736,-30.2288
2014-12-05,East,Technology,Phones,216.678,-54.1695
2014-12-05,South,Office Supplies,Storage,24.56,6.8768
2014-12-05,West,Office Supplies,Appliances,250.26,72.5754
2014-12-05,West,Office Supplies,Art,1139.484,123.2094
2014-12-05,West,Office Supplies,Fasteners,15.0,7.2
2014-12-05,West,Office Supplies,Paper,49.12,23.0864
2014-12-05,West,Technology,Phones,167.968,62.988
2014-12-06,Central,Furniture,Furnishings,34.751999999999995,-19.2348
2014-12-06,Central,Furniture,Tables,214.95,-120.372
2014-12-06,Central,Office Supplies,Appliances,14.016,-31.536
2014-12-06,Central,Office Supplies,Binders,4.6,-8.05
2014-12-06,Central,Office Supplies,Storage,35.168,-8.3524
2014-12-06,Central,Technology,Phones,35.04,-7.008
2014-12-06,South,Office Supplies,Paper,42.208,13.7176
2014-12-06,West,Furniture,Tables,275.49,-170.8038
2014-12-06,West,Office Supplies,Storage,1314.754,332.6204
2014-12-07,South,Office Supplies,Paper,105.52,48.5392
2014-12-07,West,Office Supplies,Art,8.64,2.4192
2014-12-07,West,Office Supplies,Paper,164.88,80.7912
2014-12-07,West,Office Supplies,Storage,269.36,70.0336
2014-12-08,Central,Office Supplies,Storage,60.416,6.0416
2014-12-08,West,Furniture,Chairs,603.92,45.294
2014-12-08,West,Furniture,Furnishings,119.32,39.7648
2014-12-08,West,Office Supplies,Binders,6.456,-4.5192
2014-12-08,West,Office Supplies,Labels,39.408,12.807599999999999
2014-12-08,West,Office Supplies,Paper,56.048,24.641599999999997
2014-12-08,West,Office Supplies,Storage,39.072,2.9304
2014-12-08,West,Office Supplies,Supplies,13.88,-2.6025
2014-12-08,West,Technology,Accessories,103.92,-18.186
2014-12-08,West,Technology,Phones,52.68,19.755
2014-12-09,Central,Office Supplies,Appliances,20.388,-53.0088
2014-12-09,Central,Office Supplies,Paper,19.136000000000003,6.6975999999999996
2014-12-09,Central,Office Supplies,Storage,237.096,20.7459
2014-12-09,East,Office Supplies,Envelopes,30.672,9.585
2014-12-09,East,Technology,Copiers,1079.976,125.9972
2014-12-09,West,Office Supplies,Paper,34.68,16.9932
2014-12-09,West,Office Supplies,Storage,100.704,-1.2588
2014-12-10,East,Office Supplies,Binders,106.344,37.2204
2014-12-10,East,Office Supplies,Paper,11.36,5.2256
2014-12-10,West,Furniture,Chairs,338.352,4.2294
2014-12-10,West,Office Supplies,Paper,117.28,54.4672
2014-12-12,Central,Office Supplies,Binders,210.392,-336.6272
2014-12-12,South,Office Supplies,Envelopes,23.472,7.6284
2014-12-12,West,Furniture,Bookcases,254.9745,11.9988
2014-12-12,West,Furniture,Furnishings,65.09,13.2806
2014-12-12,West,Furniture,Tables,4375.536,230.9928
2014-12-12,West,Office Supplies,Storage,8.94,0.6258
2014-12-13,Central,Furniture,Furnishings,94.428,-42.4926
2014-12-13,Central,Office Supplies,Supplies,2.92,0.365
2014-12-13,South,Office Supplies,Binders,12.39,5.8233
2014-12-13,West,Furniture,Furnishings,87.96,7.6965
2014-12-13,West,Office Supplies,Binders,5.214,-4.1712
2014-12-13,West,Office Supplies,Paper,90.24,41.5104
2014-12-14,Central,Office Supplies,Binders,14.367999999999999,-22.5728
2014-12-14,Central,Office Supplies,Fasteners,2.896,0.4706
2014-12-14,Central,Technology,Accessories,35.016,-2.1885
2014-12-14,East,Furniture,Tables,136.53,-52.3365
2014-12-14,East,Office Supplies,Art,2.624,0.2952
2014-12-14,East,Technology,Accessories,263.96,42.8935
2014-12-14,East,Technology,Machines,6999.96,2239.9872
2014-12-14,South,Furniture,Chairs,186.304,13.9728
2014-12-15,Central,Furniture,Chairs,763.28,-21.808
2014-12-15,Central,Furniture,Furnishings,8.544,-7.476
2014-12-15,Central,Technology,Phones,40.68,-9.153
2014-12-15,East,Furniture,Chairs,445.802,-108.2662
2014-12-15,West,Furniture,Furnishings,6.16,1.9712
2014-12-16,Central,Furniture,Furnishings,65.192,-77.5398
2014-12-16,Central,Office Supplies,Paper,150.488,65.2328
2014-12-16,Central,Technology,Accessories,319.968,95.9904
2014-12-16,South,Furniture,Chairs,1013.832,101.3832
2014-12-16,South,Furniture,Furnishings,29.46,9.7218
2014-12-16,South,Office Supplies,Binders,1.167,-0.8558
2014-12-16,South,Office Supplies,Fasteners,1.984,0.6696
2014-12-16,South,Technology,Accessories,99.98,7.9984
2014-12-16,West,Furniture,Chairs,1645.488,88.3136
2014-12-16,West,Furniture,Furnishings,44.46,14.6718
2014-12-16,West,Technology,Accessories,395.0,39.5
2014-12-16,West,Technology,Phones,627.168,70.5564
2014-12-17,East,Office Supplies,Binders,5.484,-4.0216
2014-12-17,South,Office Supplies,Art,40.05,11.214
2014-12-19,Central,Office Supplies,Paper,15.552,5.4432
2014-12-19,Central,Office Supplies,Storage,32.592,-7.7406
2014-12-19,Central,Technology,Phones,323.976,36.4473
2014-12-19,South,Furniture,Chairs,1819.86,163.7874
2014-12-19,South,Office Supplies,Binders,157.572,71.1632
2014-12-19,South,Office Supplies,Supplies,7.27,1.9629
2014-12-19,South,Technology,Accessories,247.8,-18.585
2014-12-19,West,Office Supplies,Fasteners,22.55,8.7945
2014-12-19,West,Office Supplies,Labels,14.62,6.8714
2014-12-19,West,Technology,Phones,794.968,88.81259999999999
2014-12-20,Central,Office Supplies,Appliances,19.432,-49.5516
2014-12-20,Central,Office Supplies,Binders,1103.97,496.7865
2014-12-20,Central,Office Supplies,Labels,3.69,1.7343
2014-12-20,Central,Technology,Accessories,65.44,-8.18
2014-12-20,East,Furniture,Chairs,192.186,36.3018
2014-12-20,East,Furniture,Furnishings,190.848,-21.4704
2014-12-20,South,Furniture,Chairs,662.88,74.574
2014-12-20,South,Furniture,Tables,2699.58,593.9076
2014-12-20,South,Office Supplies,Appliances,43.512,3.8073
2014-12-20,South,Office Supplies,Binders,62.31,29.2857
2014-12-20,South,Office Supplies,Paper,25.92,9.072
2014-12-20,South,Office Supplies,Storage,122.48,0.0
2014-12-20,West,Furniture,Chairs,242.352,-42.4116
2014-12-20,West,Furniture,Furnishings,51.968,10.3936
2014-12-20,West,Office Supplies,Art,51.43,13.4544
2014-12-20,West,Office Supplies,Binders,643.104,202.909
2014-12-20,West,Office Supplies,Labels,31.05,14.904
2014-12-20,West,Office Supplies,Paper,230.368,80.312
2014-12-20,West,Technology,Accessories,519.9200000000001,111.1816
2014-12-21,East,Office Supplies,Labels,17.28,7.9488
2014-12-21,South,Office Supplies,Binders,18.24,-14.592
2014-12-21,West,Furniture,Chairs,1897.92,184.908
2014-12-22,Central,Office Supplies,Binders,17.904,-31.332
2014-12-22,Central,Office Supplies,Paper,124.032,44.9616
2014-12-22,Central,Office Supplies,Storage,132.16,9.912
2014-12-22,East,Office Supplies,Binders,296.712,100.1403
2014-12-22,East,Office Supplies,Storage,216.4,56.264
2014-12-22,West,Office Supplies,Art,11.76,3.1752
2014-12-23,Central,Office Supplies,Appliances,207.24,58.0272
2014-12-23,Central,Office Supplies,Paper,5.184,1.8144
2014-12-23,East,Furniture,Tables,53.316,-19.5492
2014-12-23,East,Office Supplies,Appliances,56.52,15.8256
2014-12-23,South,Furniture,Chairs,64.784,6.4784
2014-12-23,South,Office Supplies,Art,1.344,0.504
2014-12-23,South,Office Supplies,Paper,45.528,15.9348
2014-12-23,South,Office Supplies,Storage,508.192,-11.6558
2014-12-24,East,Furniture,Furnishings,30.36,8.7285
2014-12-24,South,Office Supplies,Paper,9.568,3.4684
2014-12-24,West,Furniture,Chairs,292.272,18.267
2014-12-24,West,Furniture,Furnishings,23.99,5.5177
2014-12-24,West,Office Supplies,Appliances,375.93,104.981
2014-12-24,West,Office Supplies,Storage,163.20000000000002,41.6328
2014-12-24,West,Technology,Accessories,62.85,13.1985
2014-12-24,West,Technology,Phones,992.0319999999999,68.5141
2014-12-26,Central,Furniture,Chairs,600.558,-8.5794
2014-12-26,Central,Office Supplies,Binders,8.69,-14.773
2014-12-26,East,Office Supplies,Appliances,116.208,13.7868
2014-12-26,East,Office Supplies,Art,8.016,1.1022
2014-12-26,East,Office Supplies,Paper,18.264,6.1641
2014-12-26,East,Office Supplies,Storage,419.01599999999996,-23.400000000000002
2014-12-26,West,Furniture,Chairs,230.352,20.1558
2014-12-26,West,Furniture,Furnishings,522.248,55.4082
2014-12-26,West,Office Supplies,Binders,78.6,-62.88
2014-12-26,West,Office Supplies,Fasteners,27.552,9.2988
2014-12-26,West,Office Supplies,Supplies,11.91,0.1191
2014-12-27,Central,Furniture,Furnishings,32.952,-19.7712
2014-12-27,Central,Office Supplies,Binders,4.984,-8.4728
2014-12-27,Central,Office Supplies,Storage,30.016,3.0016
2014-12-27,East,Furniture,Chairs,767.214,161.9674
2014-12-27,East,Furniture,Furnishings,182.352,-18.2352
2014-12-27,East,Office Supplies,Storage,118.16,-25.109
2014-12-27,South,Office Supplies,Paper,23.92,11.7208
2014-12-27,South,Technology,Accessories,498.0,184.26
2014-12-27,West,Furniture,Chairs,230.28,23.028
2014-12-27,West,Office Supplies,Appliances,10.98,2.9646
2014-12-27,West,Office Supplies,Binders,983.82,-680.3976
2014-12-27,West,Office Supplies,Fasteners,7.86,3.6156
2014-12-27,West,Office Supplies,Labels,11.56,5.4332
2014-12-27,West,Office Supplies,Paper,12.84,5.778
2014-12-27,West,Office Supplies,Storage,51.45,13.8915
2014-12-28,East,Office Supplies,Appliances,1737.18,503.7822
2014-12-28,East,Office Supplies,Art,99.136,8.6744
2014-12-28,East,Office Supplies,Paper,141.76,66.6272
2014-12-28,East,Office Supplies,Storage,704.25,84.51
2014-12-28,West,Office Supplies,Storage,998.82,29.9646
2014-12-28,West,Office Supplies,Supplies,51.15,13.299
2014-12-29,Central,Furniture,Furnishings,47.712,-55.4736
2014-12-29,Central,Office Supplies,Storage,24.56,6.8768
2014-12-29,Central,Technology,Accessories,119.8,47.92
2014-12-29,East,Office Supplies,Appliances,48.36,6.045
2014-12-29,West,Furniture,Furnishings,95.46000000000001,32.2074
2014-12-29,West,Office Supplies,Binders,14.352,4.6644
2014-12-29,West,Office Supplies,Labels,363.57,170.7942
2014-12-29,West,Office Supplies,Paper,21.12,9.504
2014-12-29,West,Office Supplies,Storage,33.29,7.9896
2014-12-29,West,Technology,Machines,767.952,287.982
2014-12-29,West,Technology,Phones,535.9200000000001,49.499700000000004
2014-12-30,Central,Office Supplies,Art,9.84,2.8536
2014-12-30,Central,Office Supplies,Binders,2.286,-3.6576
2014-12-30,Central,Office Supplies,Envelopes,12.984,4.7067
2014-12-30,Central,Technology,Accessories,47.984,14.3952
2014-12-30,Central,Technology,Phones,546.36,47.8065
2014-12-30,East,Furniture,Tables,523.764,-192.0468
2014-12-30,East,Office Supplies,Appliances,122.94,30.735
2014-12-30,East,Office Supplies,Binders,35.448,12.8499
2014-12-30,East,Technology,Accessories,27.968,6.992
2014-12-30,East,Technology,Phones,251.964,-50.3928
2014-12-30,South,Office Supplies,Storage,39.128,-8.8038
2014-12-30,West,Office Supplies,Binders,551.985,-459.9875
2014-12-31,Central,Office Supplies,Art,29.68,11.5752
2014-12-31,Central,Office Supplies,Envelopes,49.568,17.9684
2014-12-31,Central,Technology,Accessories,47.53,16.1602
2014-12-31,East,Furniture,Bookcases,1915.448,275.33680000000004
2014-12-31,East,Furniture,Chairs,605.88,151.47
2014-12-31,East,Furniture,Furnishings,63.2,23.384
2014-12-31,East,Office Supplies,Labels,18.9,8.694
2014-12-31,East,Office Supplies,Paper,210.57999999999998,98.9726
2014-12-31,East,Technology,Accessories,1836.54,781.4589
2014-12-31,West,Technology,Phones,475.944,59.493
2015-01-02,East,Furniture,Bookcases,452.45,-244.323
2015-01-02,East,Office Supplies,Art,9.84,2.6568
2015-01-02,East,Office Supplies,Labels,23.68,8.88
2015-01-02,East,Office Supplies,Paper,20.04,9.6192
2015-01-02,East,Office Supplies,Storage,85.52,22.2352
2015-01-02,East,Technology,Accessories,89.584,4.4792
2015-01-02,East,Technology,Machines,1188.0,-950.4
2015-01-02,East,Technology,Phones,62.982,-14.6958
2015-01-03,Central,Furniture,Bookcases,1352.3976,-437.5404
2015-01-03,Central,Office Supplies,Art,7.056,0.7938
2015-01-03,Central,Office Supplies,Paper,10.368,3.6288
2015-01-03,Central,Technology,Accessories,398.4,84.66
2015-01-04,Central,Office Supplies,Binders,32.34,15.5232
2015-01-04,Central,Office Supplies,Paper,39.9,19.95
2015-01-04,South,Furniture,Furnishings,192.22,69.1992
2015-01-05,East,Office Supplies,Art,59.52,15.4752
2015-01-05,East,Office Supplies,Binders,13.168,4.6088
2015-01-05,East,Office Supplies,Envelopes,17.48,8.2156
2015-01-05,West,Furniture,Chairs,61.584,-6.9282
2015-01-05,West,Office Supplies,Appliances,87.36,23.5872
2015-01-05,West,Office Supplies,Binders,56.16,17.55
2015-01-06,West,Office Supplies,Binders,1.938,-1.3566
2015-01-06,West,Office Supplies,Paper,29.6,9.25
2015-01-09,South,Office Supplies,Appliances,163.44,45.7632
2015-01-09,South,Office Supplies,Art,42.76,11.1176
2015-01-09,South,Office Supplies,Paper,157.87,74.1989
2015-01-10,East,Furniture,Tables,1018.104,-373.3048
2015-01-12,East,Office Supplies,Art,10.368,1.5552
2015-01-12,East,Office Supplies,Storage,465.18,120.9468
2015-01-12,East,Technology,Accessories,10.384,2.2066
2015-01-12,East,Technology,Phones,368.682,-61.903800000000004
2015-01-13,South,Office Supplies,Labels,9.82,4.8118
2015-01-13,West,Furniture,Furnishings,542.45,130.994
2015-01-13,West,Office Supplies,Binders,70.008,24.5028
2015-01-17,Central,Furniture,Furnishings,254.744,-312.0614
2015-01-17,East,Office Supplies,Art,6.68,2.004
2015-01-17,South,Office Supplies,Supplies,88.96,10.008
2015-01-19,Central,Furniture,Chairs,199.304,-8.5416
2015-01-19,Central,Furniture,Tables,102.438,-13.1706
2015-01-23,West,Office Supplies,Labels,14.62,6.8714
2015-01-23,West,Office Supplies,Paper,29.04,13.9392
2015-01-24,South,Office Supplies,Art,13.12,2.132
2015-01-26,West,Office Supplies,Paper,182.72,84.0512
2015-01-27,East,Furniture,Chairs,181.986,-54.5958
2015-01-27,East,Technology,Phones,587.346,-137.04739999999998
2015-01-27,West,Furniture,Chairs,2803.92,0.0
2015-01-28,South,Furniture,Tables,4297.644,-1862.3124
2015-01-30,Central,Office Supplies,Paper,14.304,5.0064
2015-01-30,West,Furniture,Furnishings,227.36,81.8496
2015-01-30,West,Technology,Machines,1919.976,215.9973
2015-01-31,Central,Furniture,Furnishings,53.34,16.5354
2015-01-31,Central,Office Supplies,Binders,32.96,16.1504
2015-01-31,Central,Office Supplies,Paper,12.96,6.2208
2015-02-03,Central,Furniture,Furnishings,28.4,11.076
2015-02-03,Central,Technology,Accessories,149.97,50.9898
2015-02-03,East,Furniture,Chairs,90.882,15.147
2015-02-03,South,Office Supplies,Envelopes,74.52,35.0244
2015-02-03,West,Furniture,Furnishings,136.92,41.076
2015-02-03,West,Office Supplies,Binders,12.144,4.0986
2015-02-06,Central,Office Supplies,Binders,2.934,-4.9878
2015-02-06,Central,Office Supplies,Storage,670.752,-125.766
2015-02-06,Central,Technology,Accessories,18.528,4.4004
2015-02-06,East,Furniture,Bookcases,283.92,82.3368
2015-02-06,East,Furniture,Chairs,1268.82,266.4522
2015-02-06,East,Office Supplies,Art,5.68,1.7608
2015-02-06,South,Office Supplies,Paper,29.9,13.455
2015-02-06,South,Office Supplies,Storage,146.73,2.9346
2015-02-06,West,Office Supplies,Art,5.28,1.5312
2015-02-07,South,Office Supplies,Envelopes,311.15,146.2405
2015-02-07,South,Office Supplies,Paper,12.96,6.3504
2015-02-08,Central,Office Supplies,Art,5.76,1.728
2015-02-08,Central,Office Supplies,Fasteners,5.81,1.8011
2015-02-08,Central,Office Supplies,Paper,9.54,4.293
2015-02-08,East,Technology,Phones,107.982,-26.9955
2015-02-09,Central,Furniture,Furnishings,40.784,-30.588
2015-02-09,Central,Office Supplies,Labels,40.096,13.5324
2015-02-09,Central,Technology,Accessories,500.752,96.491
2015-02-09,West,Furniture,Chairs,203.92,22.941
2015-02-10,East,Office Supplies,Storage,77.24,7.724
2015-02-14,East,Office Supplies,Art,14.352,0.897
2015-02-14,East,Office Supplies,Binders,43.662,-4.0593
2015-02-14,East,Technology,Accessories,71.976,0.8997
2015-02-14,East,Technology,Phones,949.972,106.80149999999999
2015-02-15,Central,Technology,Accessories,139.95,26.5905
2015-02-15,Central,Technology,Phones,834.95,260.78000000000003
2015-02-15,West,Office Supplies,Appliances,541.44,157.0176
2015-02-15,West,Office Supplies,Binders,53.239999999999995,17.2135
2015-02-15,West,Office Supplies,Paper,32.8,15.744
2015-02-16,East,Office Supplies,Paper,35.88,16.146
2015-02-16,West,Office Supplies,Labels,87.71,41.2237
2015-02-16,West,Office Supplies,Paper,36.84,17.3148
2015-02-18,West,Furniture,Tables,35.544,-0.8886
2015-02-18,West,Office Supplies,Labels,70.3,32.5228
2015-02-20,East,Office Supplies,Art,286.79,74.5654
2015-02-20,South,Technology,Accessories,29.99,2.999
2015-02-21,East,Office Supplies,Binders,2541.98,1270.99
2015-02-21,West,Office Supplies,Paper,49.12,23.0864
2015-02-22,Central,Office Supplies,Art,79.36,20.6336
2015-02-23,East,Office Supplies,Appliances,26.88,6.72
2015-02-23,East,Office Supplies,Binders,10.896,3.8136
2015-02-25,East,Office Supplies,Labels,3.15,1.512
2015-02-25,East,Office Supplies,Paper,22.72,10.224
2015-02-27,East,Furniture,Tables,493.92,-28.224
2015-02-27,East,Office Supplies,Art,16.032,2.2044
2015-02-27,East,Office Supplies,Binders,4.419,-3.3879
2015-02-27,East,Technology,Phones,105.98,1.0598
2015-02-27,West,Technology,Accessories,538.92,80.838
2015-02-28,South,Furniture,Chairs,551.264,15.566400000000002
2015-03-01,Central,Furniture,Bookcases,1227.9984,-36.1176
2015-03-01,Central,Office Supplies,Art,55.328,6.2244
2015-03-01,Central,Technology,Phones,95.84,34.742
2015-03-01,East,Office Supplies,Appliances,3.552,0.444
2015-03-01,South,Office Supplies,Binders,58.72,27.0112
2015-03-01,West,Furniture,Chairs,184.752,-20.7846
2015-03-01,West,Technology,Phones,15.984,1.1988
2015-03-02,Central,Office Supplies,Art,10.16,2.6416
2015-03-02,Central,Office Supplies,Envelopes,101.88,50.94
2015-03-02,West,Furniture,Tables,787.53,165.3813
2015-03-05,Central,Furniture,Furnishings,4.712,-1.8848
2015-03-05,Central,Office Supplies,Appliances,241.67,-454.1617
2015-03-05,Central,Office Supplies,Binders,11.212,-16.818
2015-03-05,Central,Office Supplies,Fasteners,7.104,2.4864
2015-03-05,Central,Office Supplies,Storage,60.416,6.0416
2015-03-05,Central,Technology,Phones,55.84,9.0916
2015-03-05,East,Furniture,Chairs,482.97900000000004,56.8365
2015-03-05,East,Furniture,Furnishings,33.568,-5.4548
2015-03-05,East,Office Supplies,Binders,2.556,-1.7892
2015-03-05,East,Office Supplies,Envelopes,29.34,14.67
2015-03-05,East,Office Supplies,Storage,563.4,67.608
2015-03-05,East,Technology,Accessories,10.312,-1.289
2015-03-05,East,Technology,Phones,466.158,-93.2316
2015-03-06,West,Furniture,Furnishings,435.26,95.7572
2015-03-06,West,Technology,Copiers,1119.984,377.9946
2015-03-07,East,Office Supplies,Binders,99.72,48.169999999999995
2015-03-07,East,Technology,Accessories,119.85,52.734
2015-03-07,East,Technology,Phones,587.97,170.5113
2015-03-08,Central,Furniture,Bookcases,512.94,97.4586
2015-03-08,Central,Furniture,Chairs,860.93,189.4046
2015-03-08,Central,Furniture,Furnishings,373.08,82.0776
2015-03-08,Central,Office Supplies,Art,14.98,4.494
2015-03-08,Central,Office Supplies,Binders,8.568,-14.5656
2015-03-08,Central,Technology,Phones,769.95,223.2855
2015-03-08,East,Office Supplies,Paper,19.44,9.3312
2015-03-08,West,Office Supplies,Art,3.408,0.8946
2015-03-09,Central,Technology,Accessories,113.52,29.799
2015-03-09,Central,Technology,Phones,359.88,22.4925
2015-03-09,South,Office Supplies,Labels,4.608,1.6704
2015-03-10,Central,Office Supplies,Binders,1.112,-1.8904
2015-03-10,East,Office Supplies,Storage,89.82,25.1496
2015-03-12,South,Furniture,Furnishings,37.288,5.3018
2015-03-12,South,Office Supplies,Envelopes,8.688,2.9322
2015-03-12,South,Office Supplies,Labels,5.04,1.764
2015-03-13,West,Furniture,Bookcases,141.96,39.7488
2015-03-13,West,Furniture,Chairs,915.136,102.9528
2015-03-13,West,Furniture,Furnishings,327.76,91.7728
2015-03-14,East,Office Supplies,Binders,671.94,315.8118
2015-03-14,East,Office Supplies,Labels,16.52,7.5992
2015-03-14,West,Office Supplies,Paper,19.44,9.3312
2015-03-15,West,Technology,Phones,16.776,1.6776
2015-03-16,East,Office Supplies,Art,17.52,6.3072
2015-03-16,East,Technology,Phones,85.9,2.577
2015-03-16,South,Office Supplies,Art,11.08,2.9082
2015-03-16,South,Office Supplies,Binders,6354.95,3177.475
2015-03-16,South,Office Supplies,Envelopes,7.38,3.3948
2015-03-16,South,Office Supplies,Labels,491.55,240.8595
2015-03-16,South,Office Supplies,Storage,46.74,11.685
2015-03-16,West,Furniture,Furnishings,43.13,18.1146
2015-03-16,West,Furniture,Tables,171.96,44.7096
2015-03-17,East,Office Supplies,Storage,33.82,9.1314
2015-03-17,East,Technology,Accessories,15.02,2.7036
2015-03-19,Central,Furniture,Bookcases,383.4656,-67.6704
2015-03-19,Central,Office Supplies,Paper,65.584,23.7742
2015-03-19,South,Office Supplies,Paper,14.496,4.8924
2015-03-19,West,Office Supplies,Binders,17.568,6.3684
2015-03-19,West,Office Supplies,Fasteners,10.9,3.597
2015-03-19,West,Office Supplies,Labels,14.62,6.8714
2015-03-19,West,Office Supplies,Paper,261.8,126.185
2015-03-19,West,Office Supplies,Storage,1247.64,349.3392
2015-03-19,West,Office Supplies,Supplies,33.36,8.6736
2015-03-19,West,Technology,Copiers,3149.93,1480.4671
2015-03-19,West,Technology,Phones,453.576,39.6879
2015-03-20,Central,Office Supplies,Binders,2.512,-4.396
2015-03-20,Central,Office Supplies,Fasteners,18.864,6.1308
2015-03-20,Central,Office Supplies,Paper,51.84,24.8832
2015-03-20,East,Office Supplies,Binders,1137.7839999999999,370.4029
2015-03-20,East,Office Supplies,Envelopes,23.99,11.995
2015-03-20,East,Office Supplies,Storage,83.92,20.1408
2015-03-20,East,Technology,Phones,199.98,53.9946
2015-03-20,West,Office Supplies,Storage,29.304,2.5641
2015-03-21,South,Office Supplies,Appliances,962.08,156.338
2015-03-21,South,Office Supplies,Binders,12.843,-9.8463
2015-03-21,South,Office Supplies,Paper,295.456,96.0232
2015-03-22,Central,Office Supplies,Binders,14.112,-21.168
2015-03-22,Central,Office Supplies,Storage,129.568,-25.9136
2015-03-22,Central,Technology,Accessories,18.392,5.2877
2015-03-22,South,Office Supplies,Art,19.56,5.4768
2015-03-22,South,Office Supplies,Storage,150.408,-33.8418
2015-03-22,South,Technology,Accessories,447.944,89.5888
2015-03-22,West,Furniture,Furnishings,91.96,15.6332
2015-03-22,West,Office Supplies,Paper,105.52,48.5392
2015-03-22,West,Technology,Phones,1503.96,187.19580000000002
2015-03-23,Central,Furniture,Chairs,107.772,-29.2524
2015-03-23,South,Office Supplies,Fasteners,31.56,14.202
2015-03-23,South,Office Supplies,Storage,27.92,0.5584
2015-03-23,West,Office Supplies,Paper,226.07999999999998,109.1856
2015-03-23,West,Technology,Accessories,239.97,86.3892
2015-03-24,Central,Furniture,Bookcases,359.058,-35.9058
2015-03-24,South,Office Supplies,Appliances,6.992,0.5244
2015-03-24,West,Furniture,Furnishings,46.9,13.132
2015-03-26,East,Office Supplies,Appliances,13.11,3.4086
2015-03-26,East,Office Supplies,Paper,40.032,12.51
2015-03-26,East,Office Supplies,Storage,1085.42,282.2092
2015-03-26,East,Technology,Accessories,16.776,5.0328
2015-03-26,South,Office Supplies,Paper,74.352,23.235
2015-03-26,West,Furniture,Tables,3393.68,610.8624
2015-03-27,West,Office Supplies,Storage,83.7,3.348
2015-03-28,East,Office Supplies,Envelopes,22.92,11.2308
2015-03-28,East,Office Supplies,Paper,20.784,7.1436
2015-03-28,West,Office Supplies,Paper,33.4,16.032
2015-03-28,West,Technology,Accessories,166.24,24.936
2015-03-29,East,Office Supplies,Paper,17.64,8.1144
2015-03-29,South,Furniture,Chairs,1166.92,131.2785
2015-03-29,South,Office Supplies,Art,5.56,1.4456
2015-03-29,West,Furniture,Furnishings,19.92,9.5616
2015-03-29,West,Office Supplies,Appliances,73.28,21.2512
2015-03-29,West,Office Supplies,Paper,222.51,104.481
2015-03-29,West,Technology,Accessories,53.25,20.7675
2015-03-30,Central,Furniture,Chairs,366.744,-110.0232
2015-03-30,Central,Office Supplies,Paper,23.52,8.526
2015-03-30,Central,Technology,Phones,180.96,13.572
2015-03-31,Central,Furniture,Furnishings,22.38,-7.833
2015-03-31,Central,Office Supplies,Paper,98.376,35.6613
2015-03-31,South,Technology,Phones,79.96,27.986
2015-04-02,Central,Office Supplies,Appliances,32.192,-80.48
2015-04-02,Central,Office Supplies,Binders,9.156,-13.734
2015-04-02,Central,Technology,Accessories,98.096,1.1726
2015-04-02,West,Technology,Machines,71.976,24.2919
2015-04-02,West,Technology,Phones,87.8,32.925
2015-04-04,Central,Office Supplies,Appliances,644.076,107.346
2015-04-04,Central,Office Supplies,Binders,12.76,5.8696
2015-04-04,Central,Office Supplies,Fasteners,5.84,2.628
2015-04-04,Central,Technology,Copiers,599.98,209.993
2015-04-04,Central,Technology,Phones,10.95,0.438
2015-04-04,East,Furniture,Furnishings,108.4,22.764
2015-04-04,East,Office Supplies,Art,11.16,4.3524
2015-04-04,East,Office Supplies,Binders,91.43199999999999,31.0855
2015-04-05,East,Furniture,Bookcases,352.45,-211.47
2015-04-05,East,Furniture,Furnishings,554.7199999999999,-66.02199999999999
2015-04-05,East,Office Supplies,Appliances,98.112,18.396
2015-04-05,East,Office Supplies,Binders,10.428,-6.952
2015-04-05,East,Office Supplies,Labels,23.904,7.7688
2015-04-05,East,Office Supplies,Storage,563.808,21.1428
2015-04-05,East,Technology,Phones,56.838,-13.0147
2015-04-05,South,Office Supplies,Binders,157.794,-115.7156
2015-04-05,West,Furniture,Chairs,892.224,89.2224
2015-04-05,West,Office Supplies,Art,23.84,6.4368
2015-04-05,West,Technology,Accessories,239.94,26.3934
2015-04-06,Central,Office Supplies,Art,42.048,5.256
2015-04-06,Central,Office Supplies,Binders,16.548000000000002,-28.959
2015-04-06,Central,Office Supplies,Paper,7.968,2.8884
2015-04-06,Central,Technology,Accessories,25.488,4.4604
2015-04-06,South,Office Supplies,Paper,47.952,16.1838
2015-04-07,Central,Office Supplies,Appliances,463.248,-1181.2824
2015-04-07,Central,Technology,Accessories,383.952,47.994
2015-04-07,East,Office Supplies,Art,11.736,1.0269
2015-04-07,East,Office Supplies,Paper,25.92,12.4416
2015-04-07,East,Office Supplies,Storage,22.58,5.8708
2015-04-09,East,Office Supplies,Appliances,370.14,144.3546
2015-04-09,East,Office Supplies,Storage,17.94,3.0498
2015-04-09,West,Furniture,Tables,369.912,-13.8717
2015-04-10,East,Office Supplies,Art,14.67,6.0147
2015-04-10,East,Office Supplies,Storage,142.04,38.3508
2015-04-10,West,Office Supplies,Binders,12.832,4.3308
2015-04-11,East,Office Supplies,Appliances,406.6,113.848
2015-04-11,East,Technology,Accessories,85.14,34.9074
2015-04-11,East,Technology,Phones,21.99,10.5552
2015-04-11,South,Furniture,Furnishings,121.888,24.4176
2015-04-11,West,Office Supplies,Paper,52.76,24.2696
2015-04-11,West,Technology,Copiers,639.968,215.9892
2015-04-12,West,Office Supplies,Storage,40.74,0.4074
